"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138","139","140","141","142","143","144","145","146","147","148","149","150","151","152","153","154","155","156","157","158","159","160","161","162","163","164","165","166","167","168","169","170","171","172","173","174","175","176","177","178","179","180","181","182","183","184","185","186","187","188","189","190","191","192","193","194","195","196","197","198","199","200"
0,3.60005555512689,2.16633330768836,2.74606991899332,0.88752464754507,1.40730238399571,1.10222502239788,3.56388832597207,1.17613774703476,1.88087745480667,2.88804432098955,1.70393661853955,1.79493732481109,3.60955675949278,1.68668313562447,2.71311628943545,2.65096208950637,1.77025421903183,2.03066491573573,1.82887943834469,3.19230324374111,1.92166594391429,2.36864940419641,3.70563085047607,3.22144377570058,3.52330810460851,2.199113457737,2.23181540455298,3.4101759485399,2.35936432116789,2.60017307116276,2.55362487456557,2.35849528301415,2.85954541841881,2.47630773531886,2.52007936382964,2.70325729445053,2.92159203175255,2.7225906780124,2.81831509948764,2.8014282071829,3.89631877545973,5.43482290419844,3.27391203302716,3.43681538637152,2.99541316015003,4.26400046904313,3.55005633758114,3.91011508782031,3.2636942258735,3.23797776397553,3.46538598138793,3.23736003558455,3.49692722257699,3.28673089862861,4.48178535853738,3.8015786194685,3.96692576184632,3.72538588605261,3.45579223912549,4.59260274789797,4.3247427669169,3.58050275799363,3.61203543725695,3.80139448097669,3.66705603993176,4.96729302538113,3.87722839151887,4.87603322384087,4.0795710558832,4.20900225706758,4.02548133767876,4.44112598335152,4.21626612063328,4.35109181700409,4.41511041764529,4.27338273502386,4.83409764071848,5.34495088845538,4.53616578180295,4.60027173110459,4.75432434737051,4.55896918173396,5.41944646619929,4.60678846920498,5.01010977923638,4.82063273855207,5.08815290650743,5.53653321131554,5.31368986674985,4.99603843059679,5.1760699377037,5.30849319487178,6.17223622360648,5.36954374225595,5.44390484854392,5.79790479397515,5.60501561103981,5.61356393033873,5.84370601587725,6.21737082696537,6.1602759678443,5.92287092548875,6.10442462481109,6.1065947957925,6.07600197498322,6.1694894440302,6.18012944848245,7.02128905543704,7.10775632671802,6.6407830863536,6.5146373651954,8.07100985007452,6.79117810103667,7.28589047406012,9.1426473190209,3.47243430463414,5.08414201217865,5.12691915286364,6.25015199815172,18.2376012677106,18.7635604297265,15.8483059031557,15.9032197997764,16.5119381055042,16.2786977366127,16.5385398388129,16.0140001248907,16.6098434670529,16.6656112999194,17.0137973421573,16.1933628379037,16.5480391587644,16.9745132478077,17.010144032312,17.1040375350383,17.2248193023904,17.0352223349154,17.9169863537371,17.2705674486972,22.2049566538645,22.2869311480966,22.4072778355605,22.5767535310106,22.8975042308108,22.9417741249451,23.0952159548249,23.1272674564031,23.1815206576273,23.2369554804411,23.2638131010374,23.4640576201134,23.5487685452977,23.6549233775973,23.6044423785016,23.5966205207441,23.7376494202775,23.8111843468568,24.2183917715442,24.349137561729,22.9856389948159,23.0505726609991,23.1228415208858,23.226024197008,23.2324342245921,23.4130262887992,23.5584146325681,23.5495605054532,23.5814270136478,23.5882703901749,23.7240068285271,23.7549258049778,23.7376072930698,23.7307500934968,23.8537250759708,23.8577450736653,23.8166706321434,23.9450412403069,23.9649848737695,23.8743376871485,23.9129191024433,24.0152992902441,24.0284165104569,24.1696834898598,24.1218013423542,24.2502474214182,24.3051949179594,24.3360822648182,24.3660747762129,24.4199610974301,24.4806535860463,24.5124968128504,24.6525150846724,24.598733707246,24.5675090312388,24.7517312525811,24.6293524072396,24.75268066291,24.8620031373178,25.1802799825578
